stock_code,title,author,time,read_count,reply_count,url,source,page,crawl_time
600519,棍子菌团已经重仓！还是老规矩！谁追高上车砍谁！低胸门精神点！我们的目标不是韭菜是,光棍割,07-05 01:00,303,4,"http://guba.eastmoney.com/news,000065,1567911696.html",东方财富,1,2025-07-06 01:19:16
600519,持续稳定分红的茅台酒，目前股价折合股息率也只3.62%，相对于银行保险等还不是特,可人一生平安,07-05 05:09,166,0,"http://guba.eastmoney.com/news,600519,1567924428.html",东方财富,1,2025-07-06 01:19:16
600519,禁酒令后白酒股票还能买吗？,股民脱口秀,07-04 01:00,4781,37,http://caifuhao.eastmoney.com/news/20250704130025902913000,东方财富,1,2025-07-06 01:19:16
600519,看看某音瘸子卖口子窖都是降价往外卖，都不太好卖，在看看其他的酒企，老板都上平台卖,大A领先者,07-05 04:55,262,0,"http://guba.eastmoney.com/news,600519,1567923718.html",东方财富,1,2025-07-06 01:19:16
600519,从基本面看，没有哪家公司可与茅台比。这一点暂且不争了。接下来重点看技术面。这个争,优质选势量形验证,07-04 10:41,3951,22,"http://guba.eastmoney.com/news,600519,1567559334.html",东方财富,1,2025-07-06 01:19:16
600519,时代不一样了，喝茅台的那些老酒鬼们数量在急剧减少，要么在土里，要么在牢里，没法消,套紧才爽1257,07-05 04:33,142,1,"http://guba.eastmoney.com/news,600519,1567922519.html",东方财富,1,2025-07-06 01:19:16
600519,14只白酒股下跌 贵州茅台1422.22元/股收盘,贵州茅台资讯,07-04 04:50,1601,9,"http://guba.eastmoney.com/news,600519,1567817182.html",东方财富,1,2025-07-06 01:19:16
600519,横有多长竖有多高，欠横必跌，接着横,喜气洋洋的爱子轩,07-05 04:11,142,0,"http://guba.eastmoney.com/news,600519,1567921355.html",东方财富,1,2025-07-06 01:19:16
600519,老丫头形态，稀缺题材品种，困境反转涅槃重生就买欢瑞世纪，长线持有大格局押注东方大,画饼未来首席韭裁,07-05 09:37,722,10,http://caifuhao.eastmoney.com/news/20250705093749379559200,东方财富,1,2025-07-06 01:19:16
600519,上代人喜欢喝酒，喝酒的年代一去不复返了，不转行做鸡尾酒一类的，注定被时代淘汰。,大A领先者,07-05 03:38,359,4,"http://guba.eastmoney.com/news,600519,1567919555.html",东方财富,1,2025-07-06 01:19:16
600519,不知不觉中股价快砍一半了，有多少人资产损失过半了。,谦逊的叶珂东,07-05 03:50,142,0,"http://guba.eastmoney.com/news,600519,1567920120.html",东方财富,1,2025-07-06 01:19:16
600519,1397可买了,千里眼5110700,07-05 03:37,150,0,"http://guba.eastmoney.com/news,600519,1567919501.html",东方财富,1,2025-07-06 01:19:16
600519,茅台喝的是人的尊贵，将进酒3284.85~3754.11（保留两位），快哉！,佛山姜晓,07-05 03:32,207,0,"http://guba.eastmoney.com/news,600519,1567919298.html",东方财富,1,2025-07-06 01:19:16
600519,**********【重磅研究】AI+诞生大牛股，酿酒牛已结束！【牛股追击】底部,价值成长668,07-05 06:27,168,1,"http://guba.eastmoney.com/news,600519,1567886911.html",东方财富,1,2025-07-06 01:19:16
600519,早上的集合竞价挂单，能在有限时间内做出最优决策,周密的雷皓轩,07-05 03:04,162,0,"http://guba.eastmoney.com/news,600519,1567917799.html",东方财富,1,2025-07-06 01:19:16
600519,酒是一级致癌物，茅台更是百姓的远离物，茅台有啥营养？酒精加水而已，不喝酒会更健康,兴奋的游翔云1,06-23 09:51,138,3,"http://guba.eastmoney.com/news,600519,1562944279.html",东方财富,1,2025-07-06 01:19:16
600519,茅台的合理估值高达600元，算好的了……,搞搞窝窝谈利,07-05 02:24,180,2,"http://guba.eastmoney.com/news,600519,1567915968.html",东方财富,1,2025-07-06 01:19:16
600519,只能给予10倍估值，还有30%的下跌空间,最爱美女A,07-05 02:37,175,1,"http://guba.eastmoney.com/news,600519,1567916482.html",东方财富,1,2025-07-06 01:19:16
600519,能买茅台的都是中产,明亮的眼盯着你,07-05 02:47,166,0,"http://guba.eastmoney.com/news,600519,1567916931.html",东方财富,1,2025-07-06 01:19:16
600519,大盘涨的时候你不涨，大盘要大跌了，我看你怎么办？,金玉十满堂,07-05 12:46,182,1,"http://guba.eastmoney.com/news,600519,1567910979.html",东方财富,1,2025-07-06 01:19:16
600519,大家看看逻辑对不对，周末热点，7月科技主线领涨股，华为与苹果折叠屏抢夺eSIM卡,热泪盈眶坚持做多,07-05 02:04,191,0,"http://guba.eastmoney.com/news,600519,1567914935.html",东方财富,1,2025-07-06 01:19:16
600519,业绩看，只要稳定收益就不增长了也知道500元1000，合理价值，高于1000就拉,见性如来,07-05 01:44,189,0,"http://guba.eastmoney.com/news,600519,1567913850.html",东方财富,1,2025-07-06 01:19:16
600519,喝茅台看苏超经济新引擎吃蛋糕庆贺喝茅台功劳苏超赞助商元祖在江苏有很多门店上图20,马宇萱8,07-05 11:16,234,2,"http://guba.eastmoney.com/news,600519,1567905875.html",东方财富,1,2025-07-06 01:19:16
600519,段永平：我们拿着苹果拿着茅台这么多年，老是有人在旁边一直说：你好难啊！我难吗？！难在哪里了？什么事情比这个更容易呢？,峭缘书房,07-04 06:54,14875,78,http://caifuhao.eastmoney.com/news/20250704065441788697510,东方财富,1,2025-07-06 01:19:16
600519,现在产量一年一亿瓶，一个工业品，没有稀缺性，想扩产能还不简单，早晚也会产能过剩。,拾荒千万,07-05 09:16,397,5,"http://guba.eastmoney.com/news,600519,1567897455.html",东方财富,1,2025-07-06 01:19:16
600519,贵阳银行是贵州板块除了贵州茅台老大以外，业绩最好的上市公司，严重低估，市值翻倍以,粤粤ok,07-05 01:04,267,0,"http://guba.eastmoney.com/news,601997,1567911924.html",东方财富,1,2025-07-06 01:19:16
600519,300770,新媒股份300770,07-05 01:03,176,0,"http://guba.eastmoney.com/news,600519,1567911841.html",东方财富,1,2025-07-06 01:19:16
600519,1397,千里眼5110700,07-05 12:57,163,0,"http://guba.eastmoney.com/news,600519,1567911530.html",东方财富,1,2025-07-06 01:19:16
600519,国企，永续，高分红，估值低，四个标准，我觉得大差不差。有些人还幻想着手里的银行涨,酱香科技,07-03 12:11,2855,50,http://caifuhao.eastmoney.com/news/20250703121110225764690,东方财富,1,2025-07-06 01:19:16
600519,林园不灵了？,大财可富司机,07-03 04:15,1569,4,http://caifuhao.eastmoney.com/news/20250703161518574242690,东方财富,1,2025-07-06 01:19:16
600519,价格会迅速反抽，把20日线带到60日线上方，维持上升趋势不变。,账户已注销,07-05 12:45,169,0,"http://guba.eastmoney.com/news,600519,1567910951.html",东方财富,1,2025-07-06 01:19:16
600519,林园：投资的本质是买赚钱机器，印钞机一样的企业,峭缘书房,06-22 08:28,1670,18,http://caifuhao.eastmoney.com/news/20250622202844686281760,东方财富,1,2025-07-06 01:19:16
600519,当年有人说茅台不套人,牛气冲天3099,06-27 09:53,474,1,"http://guba.eastmoney.com/news,600519,1565300560.html",东方财富,1,2025-07-06 01:19:16
600519,这波上涨1670左右,xwderens,07-04 10:30,412,2,"http://guba.eastmoney.com/news,600519,1567872741.html",东方财富,1,2025-07-06 01:19:16
600519,一瓶茅台酒到底卖多少钱？,玲珑剔透的尹啸珏,07-05 12:12,613,0,"http://guba.eastmoney.com/news,600519,1567909137.html",东方财富,1,2025-07-06 01:19:16
600519,完美踏空,牛年牛市吗,07-04 01:26,392,5,"http://guba.eastmoney.com/news,600519,1567677433.html",东方财富,1,2025-07-06 01:19:16
600519,行业下行，都会收到影响,活泼俏皮的梅佳玉,07-05 11:57,162,0,"http://guba.eastmoney.com/news,600519,1567908243.html",东方财富,1,2025-07-06 01:19:16
600519,唱空茅台基本面的网友价值投资水平极低，我就不一一回复、反驳。还是多看、探讨技术面,优质选势量形验证,07-05 11:34,231,1,"http://guba.eastmoney.com/news,600519,1567906903.html",东方财富,1,2025-07-06 01:19:16
600519,可口可乐的股价曾经都跌过10年，茅台跌个10年又有什么稀奇的？？,股友18176yN512,07-05 05:05,191,1,"http://guba.eastmoney.com/news,600519,1567885330.html",东方财富,1,2025-07-06 01:19:16
600519,是[呲牙],优质选势量形验证,07-05 11:29,232,0,"http://guba.eastmoney.com/news,600519,1567906690.html",东方财富,1,2025-07-06 01:19:16
600519,美股:历史新高!A股:情绪、龙头、中军、后排、启动、确认、加速、分岐、一致、卡位,高礼远山,07-05 11:16,77,0,http://caifuhao.eastmoney.com/news/20250705111640496184560,东方财富,1,2025-07-06 01:19:16
600519,这酒类是真的凉了，去年炒的低空+机器人后来玩的半导体\算力\CPO\PCB，玩完,风影乱飘,07-04 10:19,992,7,"http://guba.eastmoney.com/news,600519,1567871502.html",东方财富,1,2025-07-06 01:19:16
600519,本轮茅台创阶段性新低，股价运行了15个交易日，也就是三周，总体振荡向上，本周五收,优质选势量形验证,07-05 06:26,850,5,"http://guba.eastmoney.com/news,600519,1567886895.html",东方财富,2,2025-07-06 01:19:17
600519,贵州茅台:贵州茅台关于回购股份实施进展的公告,贵州茅台资讯,07-02 05:16,425,23,"http://guba.eastmoney.com/news,600519,1566818947.html",东方财富,2,2025-07-06 01:19:17
600519,今天要是能站上20日均线（1417）以上收盘，那就符合预期,龙先生999,07-03 10:04,442,32,"http://guba.eastmoney.com/news,600519,1567006936.html",东方财富,2,2025-07-06 01:19:17
600519,还预约不1499,股友9rTt7x,07-05 10:14,164,0,"http://guba.eastmoney.com/news,600519,1567901432.html",东方财富,2,2025-07-06 01:19:17
600519,惊爆！这些行业回款速度竟差100倍！,扫地僧司马懿,07-05 09:51,973,1,http://caifuhao.eastmoney.com/news/20250705095151061770130,东方财富,2,2025-07-06 01:19:17
600519,茅台本就是给大机构，豪门长线准备的，小散们配不了茅台的。左侧交易也不是小散该有的,有福同享的抄底,07-05 09:53,176,1,"http://guba.eastmoney.com/news,600519,1567899956.html",东方财富,2,2025-07-06 01:19:17
600519,现在的江西铜业肯定比白酒更具价值投资。,悟空道人,07-04 10:02,359,1,"http://guba.eastmoney.com/news,600362,1567869414.html",东方财富,2,2025-07-06 01:19:17
600519,第一次买茅台是26左右，第二次买茅台是一百二十左右，网上能找到俺的发帖。现在开启,有福同享的抄底,07-03 10:59,281,11,"http://guba.eastmoney.com/news,600519,1567082227.html",东方财富,2,2025-07-06 01:19:17
600519,贵州茅台：对原产于欧盟的白兰地征收反倾销税对A股巿场的影响,eolon927,07-04 09:39,2346,7,http://caifuhao.eastmoney.com/news/20250704213904423973760,东方财富,2,2025-07-06 01:19:17
600519,我就是来吵这个重组的！怎么了？还能下来让我加昌？现在跟你明说了！万亿重组两大集团,光棍割,07-04 11:53,890,14,"http://guba.eastmoney.com/news,000065,1567629401.html",东方财富,2,2025-07-06 01:19:17
600519,科技公司被新科技打败很正常？这叫强基本面？[呲牙],优质选势量形验证,07-05 09:33,195,0,"http://guba.eastmoney.com/news,600519,1567898542.html",东方财富,2,2025-07-06 01:19:17
600519,贵州茅台经销商的谎言,z8f88,07-04 07:25,3301,23,http://caifuhao.eastmoney.com/news/20250704192552584346110,东方财富,2,2025-07-06 01:19:17
600519,茅台关注度高了！这是腥味。,优质选势量形验证,07-05 09:20,197,0,"http://guba.eastmoney.com/news,600519,1567897658.html",东方财富,2,2025-07-06 01:19:17
600519,抽烟、PC怎么解释？[呲牙],优质选势量形验证,07-05 09:10,210,0,"http://guba.eastmoney.com/news,600519,1567897006.html",东方财富,2,2025-07-06 01:19:17
600519,也有消费升级的情况。,优质选势量形验证,07-05 09:09,189,0,"http://guba.eastmoney.com/news,600519,1567896886.html",东方财富,2,2025-07-06 01:19:17
600519,贵州茅台正式见底，主力洗盘接近尾声，市净率已经处于19年水平，大盘均线多头发散，,账户已注销,07-04 10:42,682,4,"http://guba.eastmoney.com/news,600519,1567874399.html",东方财富,2,2025-07-06 01:19:17
600519,感觉很快就破1400元了，你们要加仓吗？,枭伍52,06-10 02:33,346,13,"http://guba.eastmoney.com/news,600519,1558615853.html",东方财富,2,2025-07-06 01:19:17
600519,你说的是茅台酒吗？[呲牙] //@优质选势量形验证 :本轮茅台创阶段性新低，股价,优质选势量形验证,07-05 09:01,218,0,"http://guba.eastmoney.com/news,600519,1567896214.html",东方财富,2,2025-07-06 01:19:17
600519,吸烟有害健康，犯法，但人性难改。,优质选势量形验证,07-05 09:00,195,0,"http://guba.eastmoney.com/news,600519,1567896164.html",东方财富,2,2025-07-06 01:19:17
600519,如果业绩不行了，最高就是400块净资产200元一倍，现在破净股太多了，给他600,见性如来,07-05 08:46,155,0,"http://guba.eastmoney.com/news,600519,1567894974.html",东方财富,2,2025-07-06 01:19:17
600519,搞了0.6个点利润,宁波丁元英,07-05 08:24,153,0,"http://guba.eastmoney.com/news,600519,1567893062.html",东方财富,2,2025-07-06 01:19:17
600519,茅台降低出厂价近在眼前。有人说飞天茅台的批价虽大跌但仍远高于出厂价，不会影响茅台,敏捷的卢程泽,07-05 08:10,197,0,"http://guba.eastmoney.com/news,600519,1567892091.html",东方财富,2,2025-07-06 01:19:17
600519,中信建投：茅台批价有望回升，珍视白酒底部机会,贵州茅台资讯,07-04 09:15,2469,25,"http://guba.eastmoney.com/news,600519,1567413088.html",东方财富,2,2025-07-06 01:19:17
600519,贵州茅台：融资净偿还5423.83万元，融资余额160.28亿元（07-04）,贵州茅台资讯,07-05 07:56,66,0,"http://guba.eastmoney.com/news,600519,1567891380.html",东方财富,2,2025-07-06 01:19:17
600519,25年飞天茅台散瓶批价报1855元/瓶 较前一日回升25元,贵州茅台资讯,07-02 10:26,3322,43,"http://guba.eastmoney.com/news,600519,1566548100.html",东方财富,2,2025-07-06 01:19:17
600519,佳通大股东其人其事,股友3t619H5561,07-04 01:33,380,1,"http://guba.eastmoney.com/news,600519,1567685305.html",东方财富,2,2025-07-06 01:19:17
600519,在烈性酒里，茅台销量不是最大的，但市值长期称霸世界，存在即合理。,优质选势量形验证,07-05 07:03,253,0,"http://guba.eastmoney.com/news,600519,1567887933.html",东方财富,2,2025-07-06 01:19:17
600519,茅台迟早会跌落神坛～因为喝它的老头越来越少了，年轻人都喝葡萄酒和饮料,长线大金王7815,07-04 11:53,233,2,"http://guba.eastmoney.com/news,600519,1567880188.html",东方财富,2,2025-07-06 01:19:17
600519,茅台酒肯定是好酒，是一口一口喝出来的，手中有钱的话白酒里当然是喝茅台！茅台酒有收,优质选势量形验证,07-05 06:59,257,0,"http://guba.eastmoney.com/news,600519,1567887771.html",东方财富,2,2025-07-06 01:19:17
600519,当初茅台股份200之后跌破30。之后2800可能要跌破300。,菠萝包冇菠萝,07-05 05:40,179,1,"http://guba.eastmoney.com/news,600519,1567885926.html",东方财富,2,2025-07-06 01:19:17
600519,价值投资不参与缩量市场谁说的？？现实又打脸不提了？,十年千倍,07-05 06:57,148,0,"http://guba.eastmoney.com/news,600519,1567887711.html",东方财富,2,2025-07-06 01:19:17
600519,还要等至少六七年，股价应该在600左右，可以慢慢买入,股友zi6vgj,07-04 05:19,175,8,"http://guba.eastmoney.com/news,600519,1567823550.html",东方财富,2,2025-07-06 01:19:17
600519,至少还要跌一半。2025.7.4日，立贴为证。,军机处胡一刀,07-04 01:50,141,2,"http://guba.eastmoney.com/news,600519,1567384763.html",东方财富,2,2025-07-06 01:19:17
600519,尚界要来了：小米未来已经兑现，可以跑了，等未来业绩再决定是否介入；上汽开启未来兑,iSnowballr,07-04 12:30,275,3,"http://guba.eastmoney.com/news,600519,1567638508.html",东方财富,2,2025-07-06 01:19:17
600519,实体百姓店铺，和中间商，经销商都是你们茅台的韭菜，你们和电商合作就好，最好双11,气宇轩昂的魏小达,07-05 01:51,207,0,"http://guba.eastmoney.com/news,600519,1567883644.html",东方财富,2,2025-07-06 01:19:17
600519,目前对茅台投资价值的分析都是基于过去20年的数据，但这只是刻舟求剑式的一厢情愿。,敏捷的卢程泽,07-04 04:45,1398,26,"http://guba.eastmoney.com/news,600519,1567816215.html",东方财富,2,2025-07-06 01:19:17
600519,网上有个唱空茅台的用法国的葡萄酒、日本清酒的衰落来比拟茅台。这个类比不合适，要比,优质选势量形验证,07-04 10:11,281,2,"http://guba.eastmoney.com/news,600519,1567870465.html",东方财富,2,2025-07-06 01:19:17
600519,快跑，下跌中继,九紫玄月是,07-04 10:33,216,1,"http://guba.eastmoney.com/news,600519,1567873116.html",东方财富,2,2025-07-06 01:19:17
600519,实话实说，茅台最多就值80元每瓶，这还是给的溢价…,漂亮的小女孩,07-04 08:21,198,2,"http://guba.eastmoney.com/news,600519,1567854869.html",东方财富,2,2025-07-06 01:19:17
600519,这个是畸形的，哪个国的股市，酒厂会这么高市值，这东西更本与科技和技术没一毛关系，,股友675ya77230,07-04 10:31,221,0,"http://guba.eastmoney.com/news,600519,1567872891.html",东方财富,2,2025-07-06 01:19:17
600519,这句话含金量谁懂，产品自己认可消费者才会认可；至于今天下跌，米元7月份不降息影响,点石成金的鹰,07-04 05:05,1211,6,"http://guba.eastmoney.com/news,600381,1567820560.html",东方财富,2,2025-07-06 01:19:17
600519,下周能到1450吗，之前融资被套的，利息撑不住了,洒脱随性的庄婕,07-04 09:03,267,3,"http://guba.eastmoney.com/news,600519,1567861562.html",东方财富,2,2025-07-06 01:19:17
600519,一天天的减价，告诉我哪里买的到？,勤俭节约的石榴,07-04 09:51,214,0,"http://guba.eastmoney.com/news,600519,1567868091.html",东方财富,2,2025-07-06 01:19:17
600519,乱拉指数必有妖，果然彩蛋来了。华电新能7月7日180亿今年百亿以上第一波来了，接,高礼远山,07-04 09:24,344,0,"http://guba.eastmoney.com/news,600519,1567864720.html",东方财富,2,2025-07-06 01:19:17
600519,今天4120家下跌，大盘收红，最高冲击3497.22点，收盘涨幅0.32%，很明,操盘必读,07-04 08:49,408,0,"http://guba.eastmoney.com/news,zssh000001,1567859529.html",东方财富,2,2025-07-06 01:19:17
600519,大盘3500，个股全线跌破1600，很神奇吧。。我们的年中总结，基本有关人士都认,股友8377C726D7,07-04 08:48,214,0,"http://guba.eastmoney.com/news,600519,1567859274.html",东方财富,2,2025-07-06 01:19:17
600519,年轻人下馆子不不不不不不不不不喝白白白酒，喝饮料饮料饮料,王普川永远的神,07-04 06:07,634,3,"http://guba.eastmoney.com/news,600519,1567833000.html",东方财富,2,2025-07-06 01:19:17
600519,白酒一哥，稀缺性未改，禁酒令砸出黄金坑,爱投机的小鱼干,07-04 07:22,253,1,http://caifuhao.eastmoney.com/news/20250704192257235357500,东方财富,2,2025-07-06 01:19:17
600519,这货40块钱都是高估,招财人生,07-04 08:16,155,0,"http://guba.eastmoney.com/news,600519,1567854185.html",东方财富,2,2025-07-06 01:19:17
600519,贵州茅台看好不买一直涨，追涨买后变熊样。气愤不过又卖掉，卖后立即又大涨。二选一，,芜湖帅哥,07-04 07:49,187,0,"http://guba.eastmoney.com/news,600519,1567850090.html",东方财富,2,2025-07-06 01:19:17
600519,收了个四连号，主力控盘,股友510973WH16,07-04 05:23,137,1,"http://guba.eastmoney.com/news,600519,1567824512.html",东方财富,2,2025-07-06 01:19:17
600519,中信建投：关注茅台批价企稳，珍视白酒底部机会,贵州茅台资讯,07-04 09:46,1215,12,"http://guba.eastmoney.com/news,600519,1567466191.html",东方财富,2,2025-07-06 01:19:17
600519,$贵州茅台(SH600519)$,股友98rM658686,07-04 06:22,119,0,"http://guba.eastmoney.com/news,600519,1567835955.html",东方财富,2,2025-07-06 01:19:17
600519,茅台酒都跌成什么鬼样子了，股价还在这儿硬撑着干嘛呢,股友789a652u22,07-04 06:13,131,0,"http://guba.eastmoney.com/news,600519,1567834145.html",东方财富,2,2025-07-06 01:19:17
600519,太高了，800可以入。再跌几年吧！,麦田01,07-04 04:45,128,2,"http://guba.eastmoney.com/news,600519,1567816202.html",东方财富,2,2025-07-06 01:19:17
600519,跌破1400,阿龙红,07-04 06:06,118,0,"http://guba.eastmoney.com/news,600519,1567832837.html",东方财富,2,2025-07-06 01:19:17
600519,$贵州茅台(SH600519)$,股友98rM658686,07-04 06:02,121,0,"http://guba.eastmoney.com/news,600519,1567832206.html",东方财富,2,2025-07-06 01:19:17
600519,1422.22一生一世爱你可以这个精准数字。,基民AQpPqM,07-04 05:37,125,0,"http://guba.eastmoney.com/news,600519,1567827249.html",东方财富,2,2025-07-06 01:19:17
